Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
EES.CC.JWL_2,Gennode,LMP,57.07,59.52,57.83,54.58,53.11,81.8,76.66,230.29,68.86,78.74,64.75,70.42,51.45,52.44,47.01,50.62,69.74,77.22,89.07,137.81,95.43,81.95,74.4,65.49
EES.CC.LKCHAR,Gennode,LMP,56.65,58.37,56.77,53.63,52.16,78.8,74.89,225.68,67.19,75.98,62.68,67.42,49.16,50.31,45.36,47.91,59.62,71.24,77.12,126.74,88.36,79.41,70.51,59.45
EES.CC.MCPS1,Gennode,LMP,57.03,58.61,56.94,53.75,52.25,78.94,75.58,227.94,68.03,76.84,63.17,68.01,49.51,50.36,45.33,47.6,59.08,70.8,77.3,127.96,88.58,79.05,69.26,58.21
EES.CC.MCPS2,Gennode,LMP,57.02,58.61,56.94,53.75,52.25,78.94,75.58,227.94,68.03,76.84,63.17,68.01,49.51,50.35,45.33,47.6,59.08,70.8,77.3,127.96,88.58,79.05,69.26,58.21
EES.CC.NINEM6,Gennode,LMP,57.61,60.19,58.47,55.18,53.68,82.8,77.62,233.13,69.73,79.2,64.83,70.55,51.6,52.73,47.27,50.96,70.06,77.27,88.9,137.29,95.09,81.68,74.2,65.4
EES.CC.NOPS,Gennode,LMP,57.78,60.72,59.04,55.55,53.98,83.27,77.93,233.4,70.25,79.23,64.92,70.83,51.88,52.96,47.44,51.24,70.57,78.1,89.48,138.04,95.67,82.22,74.77,65.95
EES.CNWAY2.ARR,Hub,LMP,57.68,60.19,58.51,55.2,53.69,82.63,77.37,232.38,69.61,78.92,64.64,70.23,51.31,52.25,46.88,50.4,69.54,77.1,89,137.9,95.6,82.2,74.64,65.6
EES.COLY1.ARR,Hub,LMP,57.19,59.63,57.95,54.68,53.19,81.81,76.55,229.94,68.81,77.9,63.78,69.25,50.61,51.6,46.36,49.81,68.82,76.33,88.27,137,94.96,81.67,74.16,65.22
EES.CONC,Gennode,LMP,57.54,59.27,57.62,54.4,52.89,79.94,76.3,229.94,68.71,77.55,63.85,68.7,50.04,51.03,45.95,48.5,60.25,72.24,78.47,128.9,89.76,80.54,71.34,59.98
EES.CONCECO,Gennode,LMP,57.54,59.27,57.62,54.4,52.89,79.94,76.3,229.94,68.71,77.55,63.85,68.7,50.04,51.03,45.95,48.5,60.25,72.24,78.47,128.9,89.76,80.54,71.34,59.98
EES.CONCPK,Gennode,LMP,57.54,59.27,57.62,54.4,52.89,79.94,76.3,229.94,68.71,77.55,63.85,68.7,50.04,51.03,45.95,48.5,60.25,72.24,78.47,128.9,89.76,80.54,71.34,59.98
EES.CONCSUP,Gennode,LMP,57.54,59.27,57.62,54.4,52.89,79.94,76.3,229.94,68.71,77.55,63.85,68.7,50.04,51.03,45.95,48.5,60.25,72.24,78.47,128.9,89.76,80.54,71.34,59.98
EES.CONWAY.ARR,Hub,LMP,57.68,60.19,58.51,55.2,53.69,82.63,77.37,232.38,69.61,78.92,64.64,70.23,51.31,52.25,46.88,50.4,69.54,77.1,89,137.9,95.6,82.2,74.64,65.6
EES.CTEAU2.ARR,Hub,LMP,57.79,60.24,58.54,55.25,53.77,82.73,77.76,233.96,70.16,79.69,65.28,70.94,51.93,52.95,47.43,50.97,70.09,77.77,89.69,139.07,96.4,82.91,75.09,65.92
EES.CYPRESS1CT,Gennode,LMP,57.69,59.51,57.89,54.66,53.12,80.18,76.29,229.66,68.47,77.27,63.71,68.54,49.97,51.08,46.02,48.58,60.38,72.41,78.44,128.6,89.59,80.46,71.34,60.05
EES.CYPRESS2CT,Gennode,LMP,57.69,59.51,57.89,54.66,53.12,80.18,76.29,229.66,68.47,77.27,63.71,68.54,49.97,51.08,46.02,48.58,60.38,72.41,78.44,128.6,89.59,80.46,71.34,60.05
EES.DBAYO1.ARR,Hub,LMP,57.46,59.96,58.27,54.98,53.48,82.39,77.19,231.82,69.39,78.95,64.75,70.41,51.45,52.43,47.01,50.6,69.73,77.23,89.1,137.92,95.54,82.08,74.52,65.57
EES.DERSLD,Loadzone,LMP,58.23,59.53,57.79,54.6,53.13,78.62,75.46,227.35,67.19,75.76,60.61,61.12,49.16,49.49,40.55,48.21,59.89,71.48,77.14,123.61,86.97,77.88,69.98,59.04
EES.DOWCHEM,Gennode,LMP,57.29,59.72,58.04,54.76,53.27,81.91,76.72,230.53,69.01,78.21,64.01,69.4,50.72,51.71,46.42,49.86,68.84,76.3,88.18,136.92,94.91,81.64,74.06,65.11
EES.DOWCHEMECO,Gennode,LMP,57.29,59.72,58.04,54.76,53.27,81.91,76.72,230.53,69.01,78.21,64.01,69.4,50.72,51.71,46.42,49.86,68.84,76.3,88.18,136.92,94.91,81.64,74.06,65.11
EES.DOWCHEMPK,Gennode,LMP,57.29,59.72,58.04,54.76,53.27,81.91,76.72,230.53,69.01,78.21,64.01,69.4,50.72,51.71,46.42,49.86,68.84,76.3,88.18,136.92,94.91,81.64,74.06,65.11
EES.DOWCHEMSUP,Gennode,LMP,57.29,59.72,58.04,54.76,53.27,81.91,76.72,230.53,69.01,78.21,64.01,69.4,50.72,51.71,46.42,49.86,68.84,76.3,88.18,136.92,94.91,81.64,74.06,65.11
EES.DR.OSG,Gennode,LMP,58.32,60.15,58.48,55.18,53.62,81.15,77.5,233.46,69.85,78.77,64.75,69.79,50.82,51.7,46.49,49,60.92,73.18,79.64,130.65,90.8,81.23,71.69,60.18
EES.DR.WEST,Gennode,LMP,58.42,60.33,58.71,55.43,53.79,81.31,77.49,233.11,69.66,78.59,64.67,69.6,50.67,51.65,46.49,49.04,60.99,73.19,79.46,130.23,90.85,81.49,72.17,60.62
EES.EGMP_1.AZ,Hub,LMP,57.63,59.94,58.28,55,53.49,81.92,77.02,231.58,69.33,78.46,64.33,69.69,50.88,51.86,46.58,49.82,67.25,75.76,86.03,135.2,93.85,81.82,73.82,63.99
EES.EGMP_2.AZ,Hub,LMP,57.35,59.19,57.58,54.38,52.88,79.95,75.92,228.61,68.14,76.99,63.46,68.34,49.83,50.95,45.9,48.52,60.41,72.31,78.27,128.21,89.42,80.32,71.37,60.13
EES.ELILD,Loadzone,LMP,57.71,60.05,58.37,55.08,53.57,82.12,77.16,231.9,69.4,78.56,64.34,69.67,51.02,52.03,46.62,50.09,67.68,76.13,86.66,135.66,94.17,81.77,73.91,64.34
EES.ELILD.RLA,Loadzone,LMP,57.71,60.05,58.37,55.08,53.57,82.12,77.16,231.9,69.4,78.56,64.34,69.67,51.02,52.03,46.62,50.09,67.68,76.13,86.66,135.66,94.17,81.77,73.91,64.34
EES.ELMP_1.AZ,Hub,LMP,57.77,60.11,58.42,55.13,53.62,82.22,77.25,232.13,69.46,78.63,64.35,69.65,51.09,52.14,46.65,50.23,67.85,76.28,86.83,135.72,94.22,81.73,73.92,64.42
EES.EMMP_1.AZ,Hub,LMP,58.63,60.44,58.64,55.4,54.1,86.2,78.79,232.11,70.55,80.18,63.9,68.64,50.25,52.16,47.28,51.73,69.78,78.5,88.34,138.16,98.3,83.37,77.09,67.51
EES.EMMP_2.AZ,Hub,LMP,59.33,61.33,59.49,56.2,54.86,88.34,78.66,233.79,71.19,81.51,64.58,69.36,50.69,52.3,47.58,50.82,70.19,78.03,90.37,140.94,100.23,83.47,76.91,67.14
EES.ENCO,Gennode,LMP,57.3,59.73,58.05,54.78,53.29,81.92,76.7,230.49,69.02,78.15,63.98,69.45,50.74,51.72,46.45,49.88,68.88,76.39,88.3,137.09,95.03,81.75,74.17,65.2
EES.ENMP_1.AZ,Hub,LMP,57.97,60.66,58.93,55.59,54.06,83.46,78.19,234.67,70.36,79.75,65.25,71.08,51.99,53.07,47.55,51.31,70.64,78.21,89.91,138.59,96.03,82.49,75,66.04
EES.ESSO,Gennode,LMP,57.3,59.73,58.05,54.78,53.28,81.92,76.7,230.49,69.02,78.15,63.98,69.45,50.74,51.72,46.45,49.88,68.88,76.39,88.31,137.1,95.04,81.75,74.18,65.21
EES.ETEC,Loadzone,LMP,58.82,60.75,59.11,55.78,54.1,81.91,78.1,234.9,70.16,79.12,64.99,69.91,50.87,51.73,46.53,48.95,60.88,72.99,79.49,130.7,91.06,81.5,71.86,60.28
EES.ETEC_1.AZ,Hub,LMP,58.93,60.88,59.25,55.9,54.21,82.09,78.28,235.45,70.33,79.31,65.12,70.05,50.96,51.8,46.58,48.99,60.94,73.06,79.6,130.9,91.21,81.61,71.94,60.32
EES.ETILD,Loadzone,LMP,58.4,60.25,58.59,55.29,53.71,81.29,77.62,233.81,69.95,78.85,64.81,69.83,50.85,51.73,46.52,49.04,60.98,73.25,79.69,130.73,90.9,81.36,71.84,60.3
EES.ETMP_1.AZ,Hub,LMP,58.33,60.17,58.5,55.21,53.64,81.18,77.55,233.65,69.9,78.79,64.75,69.76,50.79,51.66,46.45,48.95,60.85,73.09,79.57,130.63,90.79,81.22,71.66,60.13
EES.EWOM_RS,Gennode,LMP,57.23,59.05,57.44,54.25,52.75,79.75,75.72,228.07,67.95,76.79,63.3,68.15,49.69,50.82,45.79,48.39,60.55,72.09,78.03,127.9,89.19,80.13,71.2,60
EES.EXXOBMT,Gennode,LMP,57.75,59.53,57.89,54.65,53.13,80.32,76.67,231.03,69.05,77.89,64.12,68.99,50.24,51.2,46.1,48.64,60.45,72.5,78.78,129.36,90.08,80.8,71.54,60.11
EES.EXXON,Gennode,LMP,57.31,59.73,58.06,54.78,53.29,81.93,76.71,230.52,69.03,78.17,63.99,69.46,50.75,51.73,46.45,49.89,68.89,76.39,88.32,137.11,95.04,81.76,74.18,65.21
EES.FLRNCE.ARR,Hub,LMP,57.31,59.98,58.24,54.91,53.39,83.03,76.45,228.7,69.7,78.5,63.33,68.58,50.2,51.28,47.24,53.46,74.77,83.7,96.82,146.76,102.92,88.89,87.91,72.49
EES.FORMOSA_BR,Gennode,LMP,57.31,59.73,58.06,54.78,53.29,81.93,76.71,230.51,69.03,78.16,63.99,69.46,50.75,51.72,46.45,49.88,68.88,76.39,88.31,137.1,95.04,81.75,74.18,65.21
EES.FRONT_TX1,Gennode,LMP,57.1,58.73,57.08,53.85,52.23,78.94,75.49,227.84,68.01,76.76,63.08,67.76,49.27,49.84,44.75,47.33,58.77,70.42,76.88,127.72,88.51,78.93,68.99,57.9
EES.FRONT_TX2,Gennode,LMP,57.1,58.73,57.08,53.85,52.23,78.94,75.49,227.84,68.01,76.76,63.08,67.76,49.27,49.84,44.75,47.33,58.77,70.42,76.88,127.72,88.51,78.93,68.99,57.9
EES.FRONT_TX3,Gennode,LMP,57.1,58.73,57.08,53.85,52.23,78.94,75.49,227.84,68.01,76.76,63.08,67.76,49.27,49.84,44.75,47.33,58.77,70.42,76.88,127.72,88.51,78.93,68.99,57.9
EES.FRSKR1.ARR,Hub,LMP,57.82,59.27,57.45,54.29,52.89,79.22,75.2,225.98,66.92,75.61,62.6,66.93,48.95,50.63,45.91,48.3,59.88,71.67,77.31,126.14,87.86,79.19,70.69,59.67
EES.GEISMAR,Gennode,LMP,57.65,60.16,58.47,55.17,53.66,82.58,77.31,232.2,69.55,78.85,64.58,70.16,51.26,52.21,46.85,50.36,69.49,77.04,88.94,137.82,95.54,82.15,74.6,65.57
EES.GP_PORTHUD,Gennode,LMP,57.04,59.43,57.76,54.5,53.03,81.46,76.24,229.15,68.55,77.6,63.56,68.99,50.43,51.42,46.22,49.62,68.54,75.96,87.83,136.53,94.62,81.42,73.85,64.94
EES.HNTSMN_PNO,Gennode,LMP,58.47,60.37,58.7,55.41,53.83,81.45,77.62,233.62,69.87,78.79,64.86,69.89,50.92,51.87,46.68,49.32,61.34,73.68,79.99,130.81,91.13,81.72,72.43,60.85
EES.HOUMA.ARR,Hub,LMP,57.86,60.32,58.62,55.31,53.83,82.85,77.88,234.32,70.3,79.84,65.4,71.07,52.02,53.03,47.49,51.05,70.19,77.9,89.84,139.25,96.54,83.03,75.2,66
EES.HRTBRG.ARR,Hub,LMP,57.59,59.41,57.79,54.57,53.03,80.01,76.11,229.07,68.28,77.07,63.57,68.39,49.86,51,45.97,48.53,60.3,72.29,78.29,128.33,89.4,80.32,71.26,60.01
EES.INLND1.ARR,Hub,LMP,57.71,59.55,57.92,54.69,53.15,80.21,76.31,229.67,68.49,77.29,63.73,68.58,50,51.12,46.06,48.63,60.43,72.47,78.49,128.64,89.61,80.5,71.4,60.11
EES.INLND2.ARR,Hub,LMP,57.71,59.55,57.92,54.69,53.15,80.21,76.31,229.67,68.49,77.29,63.73,68.58,50,51.12,46.06,48.63,60.43,72.47,78.49,128.64,89.61,80.5,71.4,60.11
EES.IRISSOLAR,Gennode,LMP,57.96,60.71,58.98,55.63,54.11,83.72,78.11,234.47,71.38,79.63,64.37,70.02,51.13,52.04,46.72,50.38,69.99,78.01,90.27,139.37,96.71,83.08,75.88,66.64
EES.JAXSNS.ARR,Hub,LMP,57.12,59.67,57.93,54.63,53.13,82.56,76.07,227.45,69.23,78.09,62.99,68.16,49.9,51.04,46.04,49.53,68.62,75.92,88,136.36,94.86,81.01,74.36,65.45
EES.JWL_CT1,Gennode,LMP,57.05,59.49,57.81,54.56,53.08,81.76,76.63,230.2,68.84,78.76,64.76,70.42,51.46,52.44,47.02,50.62,69.75,77.23,89.08,137.82,95.44,81.95,74.4,65.49
EES.JWL_CT2,Gennode,LMP,57.05,59.49,57.81,54.56,53.08,81.76,76.63,230.2,68.84,78.74,64.75,70.42,51.46,52.44,47.02,50.62,69.75,77.23,89.08,137.82,95.44,81.95,74.4,65.49
EES.JWL_ST1,Gennode,LMP,57.11,59.58,57.89,54.63,53.15,81.88,76.73,230.45,68.89,78.75,64.75,70.41,51.45,52.44,47.01,50.62,69.74,77.22,89.07,137.8,95.42,81.94,74.39,65.48
EES.JWL_ST2,Gennode,LMP,57.11,59.58,57.89,54.63,53.15,81.88,76.73,230.45,68.89,78.75,64.75,70.41,51.45,52.44,47.01,50.62,69.74,77.22,89.07,137.8,95.42,81.94,74.39,65.48
EES.KRBYVLE.AZ,Hub,LMP,59.64,61.73,60.16,56.76,54.79,82.8,78.12,233.63,69.65,78.99,65.08,69.77,50.64,51.7,46.63,48.95,60.98,72.53,78.7,129.49,91.11,81.85,72.41,60.78
EES.LA3,Gennode,LMP,57.56,59.92,58.29,55.01,53.52,82.09,77.07,231.73,69.24,77.79,63.66,68.96,50.37,51.37,46.14,49.4,68.21,76.18,88.24,137.27,95.22,82.02,74.2,65.15
EES.LKCHAR_CT1,Gennode,LMP,56.44,58.12,56.53,53.41,51.96,78.46,74.59,224.86,66.92,75.68,62.46,67.17,48.97,50.13,45.21,47.73,59.24,70.93,76.79,126.32,88.05,79.15,70.25,59.25
EES.LKCHAR_CT2,Gennode,LMP,56.44,58.12,56.53,53.41,51.95,78.46,74.59,224.86,66.92,75.69,62.46,67.17,48.97,50.13,45.21,47.73,59.24,70.93,76.79,126.33,88.06,79.15,70.25,59.25
EES.LKCHAR_ST,Gennode,LMP,57.04,58.83,57.23,54.05,52.56,79.45,75.45,227.15,67.63,76.48,63.07,67.91,49.51,50.65,45.65,48.23,60.34,71.81,77.73,127.44,88.82,79.84,70.89,59.81
EES.LONSTR1,Gennode,LMP,57.33,59.18,57.58,54.38,52.87,79.92,75.92,228.65,68.17,77.06,63.51,68.37,49.85,50.97,45.92,48.52,60.23,72.24,78.18,128.14,89.37,80.27,71.32,60.07
EES.L_CREEK1,Gennode,LMP,57.13,58.73,57.06,53.87,52.35,79.12,75.76,228.55,68.24,77.06,63.33,68.18,49.62,50.46,45.42,47.69,59.21,70.97,77.49,128.23,88.79,79.25,69.45,58.34
EES.L_CREEK2,Gennode,LMP,57.13,58.73,57.06,53.87,52.35,79.12,75.76,228.55,68.24,77.06,63.33,68.18,49.62,50.46,45.42,47.69,59.21,70.97,77.49,128.23,88.79,79.25,69.45,58.34
EES.L_GYPSY2,Gennode,LMP,57.33,59.82,58.13,54.86,53.37,82.23,77.06,231.43,69.24,78.95,64.81,70.49,51.51,52.51,47.07,50.69,69.83,77.31,89.15,137.89,95.49,82,74.45,65.54
EES.L_GYPSY3,Gennode,LMP,57.26,59.75,58.06,54.79,53.31,82.13,76.96,231.15,69.15,78.86,64.75,70.41,51.45,52.44,47.01,50.62,69.74,77.22,89.07,137.8,95.41,81.92,74.37,65.47
EES.MCLWS1.ARR,Hub,LMP,57.96,59.82,58.18,54.93,53.37,80.62,76.73,230.91,68.92,77.74,64.07,68.98,50.28,51.36,46.25,48.84,60.71,72.82,78.92,129.29,90.05,80.84,71.69,60.31
EES.MICHOD.ARR,Hub,LMP,57.98,60.74,59.02,55.64,54.11,83.58,78.23,234.69,70.8,79.69,65.18,71.04,51.96,53.01,47.5,51.29,70.71,78.33,90.06,138.78,96.19,82.62,75.19,66.21
EES.MORIL1.ARR,Hub,LMP,58.19,60.44,58.82,55.53,54.02,82.59,77.89,234.45,70.4,79.7,65.32,70.66,51.53,52.44,47.05,50.23,68.99,76.73,87.94,134.25,92.32,82.71,74.18,62.29
EES.MORTN1.ARR,Hub,LMP,58.22,61.13,59.39,55.99,54.43,85.51,78.29,233.07,70.98,79.97,64.22,69.76,51.01,51.99,46.93,50.8,71.14,78.97,91.3,140.29,97.88,83.38,76.95,67.68
EES.MORTN2.ARR,Hub,LMP,58.22,61.13,59.39,55.99,54.43,85.51,78.29,233.07,70.98,79.97,64.22,69.76,51.01,51.99,46.93,50.8,71.14,78.97,91.3,140.29,97.88,83.38,76.95,67.68
EES.MOTIVA_GEN,Gennode,LMP,58.77,60.72,59.05,55.74,54.14,81.94,78.03,234.74,70.23,79.17,65.17,70.25,51.18,52.13,46.89,49.56,61.68,74.12,80.44,131.38,91.53,82.06,72.76,61.12
EES.MTCPS_CT1,Gennode,LMP,56.98,58.56,56.89,53.71,52.21,78.88,75.55,227.94,68.04,76.85,63.17,67.98,49.48,50.33,45.31,47.57,59.05,70.75,77.25,127.92,88.57,79.06,69.27,58.2
EES.MTCPS_CT2,Gennode,LMP,56.98,58.55,56.89,53.71,52.2,78.87,75.54,227.93,68.04,76.84,63.16,67.97,49.48,50.32,45.31,47.56,59.04,70.74,77.24,127.91,88.57,79.06,69.27,58.19
EES.MTCPS_ST1,Gennode,LMP,57.11,58.7,57.04,53.84,52.33,79.05,75.64,227.95,68.01,76.84,63.17,68.07,49.57,50.42,45.38,47.65,59.16,70.9,77.41,128.04,88.59,79.04,69.24,58.23
EES.MTCPS_ST2,Gennode,LMP,57.11,58.7,57.04,53.84,52.33,79.05,75.64,227.95,68.01,76.84,63.17,68.07,49.57,50.42,45.38,47.65,59.16,70.9,77.41,128.04,88.59,79.04,69.24,58.23
EES.NELSON1,Gennode,LMP,57.09,58.88,57.27,54.1,52.61,79.53,75.54,227.55,67.79,76.62,63.18,68,49.58,50.71,45.7,48.29,59.98,71.93,77.86,127.7,89.05,80.01,71.06,59.89
EES.NELSON2,Gennode,LMP,57.09,58.88,57.27,54.1,52.61,79.53,75.54,227.55,67.79,76.62,63.18,68,49.58,50.71,45.7,48.29,59.98,71.93,77.86,127.7,89.05,80.01,71.06,59.89
EES.NELSON6,Gennode,LMP,57.27,59.1,57.49,54.3,52.79,79.82,75.78,228.17,68,76.84,63.35,68.2,49.73,50.86,45.82,48.43,60.61,72.17,78.11,127.99,89.26,80.19,71.26,60.05
EES.NEWTON,Loadzone,LMP,59.03,61.1,59.61,56.2,54.16,81.73,76.75,229.4,68.1,77.24,63.78,68.2,49.5,50.74,45.88,48.03,59.89,71.1,76.99,127.35,89.59,80.45,70.99,59.74
EES.NEWTON1.AZ,Hub,LMP,59.03,61.1,59.61,56.2,54.16,81.73,76.75,229.4,68.1,77.24,63.78,68.2,49.5,50.74,45.88,48.03,59.89,71.1,76.99,127.35,89.59,80.45,70.99,59.74
EES.NINEM1.ARR,Hub,LMP,57.78,60.39,58.67,55.36,53.85,83.08,77.86,233.77,69.94,79.42,65.01,70.76,51.76,52.88,47.4,51.11,70.33,77.75,89.41,137.92,95.54,82.06,74.56,65.69
EES.NINEM6_CT1,Gennode,LMP,57.77,60.32,58.6,55.34,53.84,83.05,77.86,233.83,69.96,79.44,65.03,70.77,51.76,52.89,47.41,51.11,70.11,77.15,88.78,137.15,94.99,81.61,74.12,65.33
EES.NINEM6_CT2,Gennode,LMP,57.56,60.11,58.39,55.13,53.63,82.72,77.56,232.96,69.68,79.14,64.79,70.49,51.55,52.69,47.24,50.92,69.97,77.15,88.78,137.16,95,81.61,74.12,65.33
EES.NINEM6_ST,Gennode,LMP,57.7,60.3,58.59,55.28,53.78,82.96,77.75,233.45,69.82,79.29,64.91,70.65,51.67,52.8,47.33,51.03,70.19,77.48,89.09,137.52,95.24,81.8,74.32,65.53
EES.NINEMILE4,Gennode,LMP,57.78,60.39,58.67,55.36,53.85,83.08,77.86,233.77,69.87,79.3,64.88,70.61,51.64,52.82,47.35,51.06,70.26,77.63,89.21,137.57,95.28,81.83,74.35,65.54
EES.NINEMILE5,Gennode,LMP,57.78,60.39,58.67,55.36,53.85,83.08,77.86,233.77,69.94,79.42,65.01,70.76,51.76,52.88,47.4,51.11,70.33,77.75,89.41,137.92,95.54,82.06,74.56,65.69
EES.NOPLD,Loadzone,LMP,57.99,60.67,58.94,55.6,54.07,83.47,78.21,234.75,70.36,79.78,65.28,71.1,52.01,53.09,47.57,51.32,70.66,78.22,89.93,138.61,96.04,82.5,75,66.04
EES.NOPS_1,Gennode,LMP,57.77,60.72,59.04,55.57,53.97,83.26,77.92,233.32,70.22,79.2,64.9,70.84,51.89,52.98,47.44,51.25,70.59,78.08,89.43,138,95.64,82.2,74.75,65.94
EES.NOPS_2,Gennode,LMP,57.77,60.72,59.04,55.57,53.97,83.26,77.92,233.32,70.22,79.2,64.9,70.84,51.89,52.98,47.44,51.25,70.59,78.08,89.43,138,95.64,82.2,74.75,65.94
EES.NOPS_3,Gennode,LMP,57.77,60.72,59.04,55.57,53.97,83.26,77.92,233.32,70.22,79.2,64.9,70.84,51.89,52.98,47.44,51.25,70.59,78.08,89.43,138,95.64,82.2,74.75,65.94
EES.NOPS_4,Gennode,LMP,57.77,60.72,59.04,55.54,54,83.25,77.9,233.22,70.2,79.17,64.9,70.81,51.89,53.03,47.48,51.31,70.62,78.12,89.43,137.95,95.6,82.17,74.72,65.92
EES.NOPS_5,Gennode,LMP,57.77,60.72,59.04,55.54,54,83.25,77.9,233.22,70.2,79.17,64.9,70.81,51.89,53.03,47.48,51.31,70.62,78.12,89.43,137.95,95.6,82.17,74.72,65.92
EES.NOPS_6,Gennode,LMP,57.92,60.77,59.05,55.59,54.04,83.37,78.08,233.98,70.44,79.44,65.04,70.93,51.91,52.95,47.42,51.22,70.56,78.12,89.71,138.35,95.89,82.39,74.94,66.05
EES.NOPS_7,Gennode,LMP,57.92,60.77,59.05,55.59,54.04,83.37,78.08,233.98,70.44,79.44,65.04,70.93,51.91,52.95,47.42,51.22,70.56,78.12,89.71,138.35,95.89,82.39,74.94,66.05
EES.NSIDE1.ARR,Hub,LMP,56.91,59.37,57.64,54.37,52.88,82.19,75.69,226.26,68.83,77.71,62.63,67.75,49.6,50.79,45.86,49.37,68.4,75.6,87.66,135.93,94.58,80.75,74.11,65.27
EES.NSIDE2.ARR,Hub,LMP,56.91,59.37,57.64,54.37,52.88,82.19,75.69,226.26,68.83,77.71,62.63,67.75,49.6,50.79,45.86,49.37,68.4,75.6,87.66,135.93,94.58,80.75,74.11,65.27
EES.OUACH_1,Gennode,LMP,57.3,58.66,56.91,53.8,52.42,78,74.41,223.73,66.15,74.68,62.02,66.24,48.46,50.19,45.58,47.9,59.35,70.95,76.49,124.77,86.68,78.43,69.98,59.15
EES.OUACH_2,Gennode,LMP,57.3,58.66,56.91,53.8,52.42,78,74.41,223.73,66.15,74.68,62.02,66.24,48.46,50.19,45.58,47.9,59.35,70.95,76.49,124.77,86.68,78.43,69.98,59.15
EES.OUACH_3,Gennode,LMP,57.3,58.66,56.91,53.8,52.42,78,74.41,223.73,66.15,74.68,62.02,66.24,48.46,50.19,45.58,47.9,59.35,70.95,76.49,124.77,86.68,78.43,69.98,59.15
EES.PANAM1.ARR,Hub,LMP,57.71,60.23,58.54,55.23,53.72,82.73,77.48,232.72,69.72,79.1,64.78,70.41,51.44,52.39,46.99,50.55,69.72,77.23,89.13,138.05,95.69,82.26,74.7,65.67
EES.PERVL1,Gennode,LMP,57.28,58.65,56.91,53.79,52.41,78.05,74.41,223.72,66.16,74.7,62.02,66.26,48.47,50.19,45.57,47.91,59.37,70.98,76.52,124.82,86.72,78.45,70.03,59.19
EES.PERVL1.ARR,Hub,LMP,57.28,58.65,56.91,53.79,52.41,78.05,74.41,223.72,66.16,74.7,62.02,66.26,48.47,50.19,45.57,47.91,59.37,70.98,76.52,124.82,86.72,78.45,70.03,59.19
EES.PERVL2.ARR,Hub,LMP,57.28,58.65,56.91,53.79,52.41,78.05,74.41,223.72,66.16,74.7,62.02,66.26,48.47,50.19,45.57,47.91,59.37,70.98,76.52,124.82,86.72,78.45,70.03,59.19
EES.PERVL2_CT,Gennode,LMP,57.28,58.65,56.91,53.79,52.41,78.05,74.41,223.72,66.16,74.7,62.02,66.26,48.47,50.19,45.57,47.91,59.37,70.98,76.52,124.82,86.72,78.45,70.03,59.19
EES.PLAHTC.ARR,Hub,LMP,58.13,60.89,59.15,55.78,54.25,85.13,77.97,232.32,70.75,79.8,64.11,69.5,50.82,51.87,46.85,50.6,70.68,78.37,90.67,139.64,97.49,82.99,76.5,67.26
EES.RBRSW2.ARR,Hub,LMP,57.03,59.47,57.74,54.46,52.98,82.32,75.84,226.73,68.96,77.87,62.69,67.89,49.69,50.88,45.94,49.43,68.45,75.69,87.75,136.08,94.7,80.86,74.17,65.3
EES.RBRSW5.ARR,Hub,LMP,56.94,59.35,57.63,54.36,52.88,81.76,75.67,226.43,68.8,77.39,62.55,67.78,49.61,50.8,45.85,49.3,68.24,75.44,87.4,135.56,94.12,80.63,73.83,65.02
EES.RCTHOMAS,Gennode,LMP,58.75,60.63,58.96,55.65,54.06,81.96,78.52,236.63,70.6,79.41,65.14,70.11,51.15,51.87,46.57,48.98,60.89,73.21,79.97,131.58,91.37,81.6,71.75,60.08
EES.REXBRW.ARR,Hub,LMP,56.81,59.28,57.55,54.28,52.8,82.08,75.56,225.87,68.71,77.58,62.64,67.63,49.53,50.71,45.79,49.32,68.34,75.51,87.58,135.79,94.47,80.66,74.06,65.24
EES.RICE1,Gennode,LMP,57.46,59.3,57.69,54.49,52.98,80.17,76.13,229.32,68.42,77.29,63.68,68.58,49.99,51.07,46,48.62,60.85,72.49,78.47,128.54,89.69,80.56,71.61,60.29
EES.RICHD1.ARR,Hub,LMP,57.5,59.59,58,54.76,53.27,81.13,76.48,230.03,68.85,77.93,64.03,69.14,50.43,51.46,46.26,49.29,67.74,73.51,81.11,129.49,90.65,81.3,72.75,61.2
EES.RICHD2.ARR,Hub,LMP,57.5,59.59,58,54.76,53.27,81.13,76.48,230.03,68.85,77.93,64.03,69.14,50.43,51.46,46.26,49.29,67.74,73.51,81.11,129.49,90.65,81.3,72.75,61.2
EES.RILLA.ARR,Hub,LMP,57.84,59.34,57.54,54.38,52.97,79.4,75.33,226.37,67.06,75.74,62.68,67.03,49.02,50.67,45.92,48.34,59.93,71.75,77.42,126.32,88.01,79.31,70.82,59.76
EES.RVRBEND1,Gennode,LMP,56.74,59.07,57.41,54.18,52.72,80.95,75.75,227.67,68.08,77.08,63.15,68.52,50.08,51.1,45.94,49.3,68.12,75.39,87.24,135.77,94.07,80.94,73.4,64.59
